API call	Permission(s)	Notes		
android.provider.Contacts$People.addToMyContactsGroup(android.content.ContentResolver,long)	android.permission.READ_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$People.createPersonInMyContactsGroup(android.content.ContentResolver,android.content.ContentValues)	android.permission.READ_CONTACTS and android.permission.WRITE_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$People.loadContactPhoto(android.content.Context,android.net.Uri,int,android.graphics.BitmapFactory$Options)	android.permission.READ_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$People.markAsContacted(android.content.ContentResolver,long)	android.permission.READ_CONTACTS and android.permission.WRITE_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$People.openContactPhotoInputStream(android.content.ContentResolver,android.net.Uri)	android.permission.READ_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$People.queryGroups(android.content.ContentResolver,long)	android.permission.READ_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$People.setPhotoData(android.content.ContentResolver,android.net.Uri,[B)	android.permission.READ_CONTACTS and android.permission.WRITE_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$People.tryGetMyContactsGroupId(android.content.ContentResolver)	android.permission.READ_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$Settings.getSetting(android.content.ContentResolver,java.lang.String,java.lang.String)	android.permission.READ_CONTACTS			
android.provider.Contacts$Settings.setSetting(android.content.ContentResolver,java.lang.String,java.lang.String,java.lang.String)	android.permission.WRITE_CONTACTS			
android.provider.ContactsContract$Contacts.getLookupUri(android.content.ContentResolver,android.net.Uri)	android.permission.READ_CONTACTS			
android.provider.ContactsContract$Contacts.lookupContact(android.content.ContentResolver,android.net.Uri)	android.permission.READ_CONTACTS			
android.provider.ContactsContract$Contacts.markAsContacted(android.content.ContentResolver,long)	android.permission.WRITE_CONTACTS			
android.provider.ContactsContract$Contacts.openContactPhotoInputStream(android.content.ContentResolver,android.net.Uri)	android.permission.READ_CONTACTS			
android.provider.ContactsContract$Data.getContactLookupUri(android.content.ContentResolver,android.net.Uri)	android.permission.READ_CONTACTS			
android.provider.ContactsContract$RawContacts.getContactLookupUri(android.content.ContentResolver,android.net.Uri)	android.permission.READ_CONTACTS			
android.provider.DrmStore.enforceAccessDrmPermission(android.content.Context)	android.permission.ACCESS_DRM			
android.provider.Settings$Bookmarks.add(android.content.ContentResolver,android.content.Intent,java.lang.String,java.lang.String,char,int)	android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$Bookmarks.getIntentForShortcut(android.content.ContentResolver,char)	android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$Secure.putFloat(android.content.ContentResolver,java.lang.String,float)	android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS			
android.provider.Settings$Secure.putInt(android.content.ContentResolver,java.lang.String,int)	android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$Secure.putLong(android.content.ContentResolver,java.lang.String,long)	android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$Secure.putString(android.content.ContentResolver,java.lang.String,java.lang.String)	android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$Secure.setLocationProviderEnabled(android.content.ContentResolver,java.lang.String,boolean)	android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$System.putConfiguration(android.content.ContentResolver,android.content.res.Configuration)	android.permission.WRITE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$System.putFloat(android.content.ContentResolver,java.lang.String,float)	android.permission.WRITE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$System.putInt(android.content.ContentResolver,java.lang.String,int)	android.permission.WRITE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$System.putLong(android.content.ContentResolver,java.lang.String,long)	android.permission.WRITE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$System.putString(android.content.ContentResolver,java.lang.String,java.lang.String)	android.permission.WRITE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Settings$System.setShowGTalkServiceStatus(android.content.ContentResolver,boolean)	android.permission.WRITE_SETTINGS	Checks the BACKUP permission but appears to complete fine without it.		
android.provider.Telephony$Mms.query(android.content.ContentResolver,[Ljava.lang.String;,java.lang.String,java.lang.String)	android.permission.READ_SMS			
android.provider.Telephony$Mms.query(android.content.ContentResolver,[Ljava.lang.String;)	android.permission.READ_SMS			
android.provider.Telephony$Sms.addMessageToUri(android.content.ContentResolver,android.net.Uri,java.lang.String,java.lang.String,java.lang.String,java.lang.Long,boolean,boolean,long)	android.permission.WRITE_SMS AND android.permission.READ_SMS			
android.provider.Telephony$Sms.addMessageToUri(android.content.ContentResolver,android.net.Uri,java.lang.String,java.lang.String,java.lang.String,java.lang.Long,boolean,boolean)	android.permission.WRITE_SMS AND android.permission.READ_SMS			
android.provider.Telephony$Sms.moveMessageToFolder(android.content.Context,android.net.Uri,int,int)	android.permission.WRITE_SMS			
android.provider.Telephony$Sms.query(android.content.ContentResolver,[Ljava.lang.String;,java.lang.String,java.lang.String)	android.permission.READ_SMS			
android.provider.Telephony$Sms.query(android.content.ContentResolver,[Ljava.lang.String;)	android.permission.READ_SMS			
android.provider.Telephony$Sms$Draft.addMessage(android.content.ContentResolver,java.lang.String,java.lang.String,java.lang.String,java.lang.Long)	android.permission.READ_SMS AND android.permission.WRITE_SMS			
android.provider.Telephony$Sms$Draft.saveMessage(android.content.ContentResolver,android.net.Uri,java.lang.String)	android.permission.WRITE_SMS	Additional permissions might be needed, based on the URI passed into it.		
android.provider.Telephony$Sms$Inbox.addMessage(android.content.ContentResolver,java.lang.String,java.lang.String,java.lang.String,java.lang.Long,boolean)	android.permission.READ_SMS AND android.permission.WRITE_SMS			
android.provider.Telephony$Sms$Outbox.addMessage(android.content.ContentResolver,java.lang.String,java.lang.String,java.lang.String,java.lang.Long,boolean,long)	android.permission.WRITE_SMS			
android.provider.Telephony$Sms$Sent.addMessage(android.content.ContentResolver,java.lang.String,java.lang.String,java.lang.String,java.lang.Long)	android.permission.READ_SMS AND android.permission.WRITE_SMS			
android.provider.Telephony$Threads.getOrCreateThreadId(android.content.Context,java.lang.String)	android.permission.READ_SMS			
android.provider.Telephony$Threads.getOrCreateThreadId(android.content.Context,java.util.Set)	android.permission.READ_SMS			
android.provider.UserDictionary$Words.addWord(android.content.Context,java.lang.String,int,int)	android.permission.WRITE_USER_DICTIONARY			
android.server.BluetoothA2dpService.<init>(android.content.Context,android.server.BluetoothService)	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.addAudioSink(android.bluetooth.BluetoothDevice)	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.checkSinkSuspendState(int)	android.permission.MODIFY_AUDIO_SETTINGS			
android.server.BluetoothA2dpService.connectSink(android.bluetooth.BluetoothDevice)	android.permission.BLUETOOTH_ADMIN and android.permission.BLUETOOTH	You only need android.permission.BLUETOOTH if an existing device is not available as an audio sink.		
android.server.BluetoothA2dpService.disconnectSink(android.bluetooth.BluetoothDevice)	android.permission.BLUETOOTH_ADMIN and android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.getConnectedSinks()	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.getNonDisconnectedSinks()	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.getSinkPriority(android.bluetooth.BluetoothDevice)	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.getSinkState(android.bluetooth.BluetoothDevice)	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.handleSinkStateChange(android.bluetooth.BluetoothDevice)	android.permission.MODIFY_AUDIO_SETTINGS and android.permission.BLUETOOTH and android.permission.BLUETOOTH_ADMIN and android.permission.WRITE_SETTINGS			
android.server.BluetoothA2dpService.isSinkDevice(android.bluetooth.BluetoothDevice)	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.lookupSinksMatchingStates(int[])	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.onBluetoothDisable()	android.permission.MODIFY_AUDIO_SETTINGS and android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.onBluetoothEnable()	android.permission.MODIFY_AUDIO_SETTINGS			
android.server.BluetoothA2dpService.onConnectSinkResult(java.lang.String,boolean)	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.onSinkPropertyChanged(java.lang.String,[Ljava.lang.String;)	android.permission.BLUETOOTH			
android.server.BluetoothA2dpService.resumeSink(android.bluetooth.BluetoothDevice)	android.permission.BLUETOOTH_ADMIN and android.permission.BLUETOOTH and android.permission.MODIFY_AUDIO_SETTINGS			
android.server.BluetoothA2dpService.setSinkPriority(android.bluetooth.BluetoothDevice,int)	android.permission.BLUETOOTH_ADMIN and android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS			
android.server.BluetoothA2dpService.setSinkPriority(android.bluetooth.BluetoothDevice,int)	android.permission.BLUETOOTH_ADMIN AND android.permission.WRITE_SETTINGS
android.server.BluetoothA2dpService.suspendSink(android.bluetooth.BluetoothDevice)	android.permission.BLUETOOTH_ADMIN AND android.permission.BLUETOOTH AND android.permission.MODIFY_AUDIO_SETTINGS			
android.server.BluetoothService.addRemoteDeviceProperties(java.lang.String,[Ljava.lang.String;)	android.permission.BLUETOOTH			
android.server.BluetoothService.addRfcommServiceRecord(java.lang.String,android.os.ParcelUuid,int,android.os.IBinder)	android.permission.BLUETOOTH			
android.server.BluetoothService.cancelBondProcess(java.lang.String)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.cancelDiscovery()	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.cancelPairingUserInput(java.lang.String)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.createBond(java.lang.String)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.disable()	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.disable(boolean)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.enable()	android.permission.BLUETOOTH_ADMIN	This API call triggers the sending of a disallowed broadcast.		
android.server.BluetoothService.enable(boolean)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.fetchRemoteUuids(java.lang.String,android.os.ParcelUuid,android.bluetooth.IBluetoothCallback)	android.permission.BLUETOOTH			
android.server.BluetoothService.getAddress()	android.permission.BLUETOOTH			
android.server.BluetoothService.getAddressFromObjectPath(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.getAllProperties()	android.permission.BLUETOOTH			
android.server.BluetoothService.getBluetoothState()	android.permission.BLUETOOTH			
android.server.BluetoothService.getBondState(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.getDiscoverableTimeout()	android.permission.BLUETOOTH			
android.server.BluetoothService.getName()	android.permission.BLUETOOTH			
android.server.BluetoothService.getObjectPathFromAddress(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.getProperty(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.getPropertyInternal(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.getRemoteClass(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.getRemoteName(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.getRemoteServiceChannel(java.lang.String,android.os.ParcelUuid)	android.permission.BLUETOOTH			
android.server.BluetoothService.getRemoteUuids(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.getScanMode()	android.permission.BLUETOOTH			
android.server.BluetoothService.getTrustState(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.isDiscovering()	android.permission.BLUETOOTH			
android.server.BluetoothService.isEnabled()	android.permission.BLUETOOTH			
android.server.BluetoothService.listBonds()	android.permission.BLUETOOTH			
android.server.BluetoothService.persistBluetoothOnSetting(boolean)	android.permission.WRITE_SETTINGS AND android.permission.WRITE_SECURE_SETTINGS			
android.server.BluetoothService.removeBond(java.lang.String)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.removeServiceRecord(int)	android.permission.BLUETOOTH			
android.server.BluetoothService.sendUuidIntent(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.setDiscoverableTimeout(int)	android.permission.BLUETOOTH_ADMIN AND android.permission.BLUETOOTH			
android.server.BluetoothService.setLinkTimeout(java.lang.String,int)	android.permission.BLUETOOTH			
android.server.BluetoothService.setName(java.lang.String)	android.permission.BLUETOOTH_ADMIN AND android.permission.BLUETOOTH			
android.server.BluetoothService.setPairingConfirmation(java.lang.String,boolean)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.setPasskey(java.lang.String,int)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.setPin(java.lang.String,[B)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.setPropertyBoolean(java.lang.String,boolean)	android.permission.BLUETOOTH			
android.server.BluetoothService.setPropertyInteger(java.lang.String,int)	android.permission.BLUETOOTH			
android.server.BluetoothService.setPropertyString(java.lang.String,java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.setScanMode(int,int)	android.permission.WRITE_SECURE_SETTINGS and android.permission.BLUETOOTH			
android.server.BluetoothService.setTrust(java.lang.String,boolean)	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.startDiscovery()	android.permission.BLUETOOTH_ADMIN			
android.server.BluetoothService.updateDeviceServiceChannelCache(java.lang.String)	android.permission.BLUETOOTH			
android.server.BluetoothService.updateRemoteDevicePropertiesCache(java.lang.String)	android.permission.BLUETOOTH			
android.server.search.Searchables.buildSearchableList()	android.permission.GLOBAL_SEARCH			
android.server.search.Searchables.findGlobalSearchActivity()	android.permission.GLOBAL_SEARCH			
android.service.urlrenderer.UrlRendererService.clearWallpaper()	android.permission.SET_WALLPAPER			
android.service.urlrenderer.UrlRendererService.removeStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY			
android.service.urlrenderer.UrlRendererService.sendStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY			
android.service.urlrenderer.UrlRendererService.sendStickyOrderedBroadcast(android.content.Intent,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)	android.permission.BROADCAST_STICKY			
android.service.urlrenderer.UrlRendererService.setWallpaper(android.graphics.Bitmap)	android.permission.SET_WALLPAPER			
android.service.urlrenderer.UrlRendererService.setWallpaper(java.io.InputStream)	android.permission.SET_WALLPAPER			
android.service.wallpaper.WallpaperService.clearWallpaper()	android.permission.SET_WALLPAPER			
android.service.wallpaper.WallpaperService.removeStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY			
android.service.wallpaper.WallpaperService.sendStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY			
android.service.wallpaper.WallpaperService.sendStickyOrderedBroadcast(android.content.Intent,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)	android.permission.BROADCAST_STICKY			
android.service.wallpaper.WallpaperService.setWallpaper(android.graphics.Bitmap)	android.permission.SET_WALLPAPER			
android.service.wallpaper.WallpaperService.setWallpaper(java.io.InputStream)	android.permission.SET_WALLPAPER			
android.speech.RecognitionService.clearWallpaper()	android.permission.SET_WALLPAPER			
android.speech.RecognitionService.removeStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY			
android.speech.RecognitionService.sendStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY			
android.speech.RecognitionService.sendStickyOrderedBroadcast(android.content.Intent,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)	android.permission.BROADCAST_STICKY			
android.speech.RecognitionService.setWallpaper(android.graphics.Bitmap)	android.permission.SET_WALLPAPER			
android.speech.RecognitionService.setWallpaper(java.io.InputStream)	android.permission.SET_WALLPAPER			
android.speech.SpeechRecognizer.cancel()	android.permission.RECORD_AUDIO			
android.speech.SpeechRecognizer.handleCancelMessage()	android.permission.RECORD_AUDIO			
android.speech.SpeechRecognizer.handleStartListening(android.content.Intent)	android.permission.RECORD_AUDIO			
android.speech.SpeechRecognizer.handleStopMessage()	android.permission.RECORD_AUDIO			
android.speech.SpeechRecognizer.startListening(android.content.Intent)	android.permission.RECORD_AUDIO			
android.speech.SpeechRecognizer.stopListening()	android.permission.RECORD_AUDIO			
android.telephony.gsm.SmsManager.copyMessageToSim([B,[B,int)	android.permission.RECEIVE_SMS and android.permission.SEND_SMS			
android.telephony.gsm.SmsManager.deleteMessageFromSim(int)	android.permission.RECEIVE_SMS and android.permission.SEND_SMS			
android.telephony.gsm.SmsManager.getAllMessagesFromSim()	android.permission.RECEIVE_SMS 			
android.telephony.gsm.SmsManager.sendDataMessage(java.lang.String,java.lang.String,short,[B,android.app.PendingIntent,android.app.PendingIntent)	android.permission.SEND_SMS			
android.telephony.gsm.SmsManager.sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)	android.permission.SEND_SMS			
android.telephony.gsm.SmsManager.sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)	android.permission.SEND_SMS			
android.telephony.gsm.SmsManager.updateMessageOnSim(int,int,[B)	android.permission.RECEIVE_SMS and android.permission.SEND_SMS			
android.telephony.PhoneNumberUtils.getNumberFromIntent(android.content.Intent,android.content.Context)	android.permission.CALL_PRIVILEGED or android.permission.READ_CONTACTS or NONE	If the argument is a voicemail:// Uri, then CALL_PRIVILEGED is required. If it's a contacts provider Uri, then READ_CONTACTS is required.  Otherwise, no permission is required.		
android.telephony.PhoneNumberUtils.isVoiceMailNumber(java.lang.String)	android.permission.READ_PHONE_STATE			
android.telephony.SmsManager.copyMessageToIcc([B,[B,int)	android.permission.RECEIVE_SMS and android.permission.SEND_SMS			
android.telephony.SmsManager.deleteMessageFromIcc(int)	android.permission.RECEIVE_SMS and android.permission.SEND_SMS			
android.telephony.SmsManager.getAllMessagesFromIcc()	android.permission.RECEIVE_SMS			
android.telephony.SmsManager.sendDataMessage(java.lang.String,java.lang.String,short,[B,android.app.PendingIntent,android.app.PendingIntent)	android.permission.SEND_SMS			
android.telephony.SmsManager.sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)	android.permission.SEND_SMS			
android.telephony.SmsManager.sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)	android.permission.SEND_SMS			
android.telephony.SmsManager.updateMessageOnIcc(int,int,[B)	android.permission.RECEIVE_SMS and android.permission.SEND_SMS			
android.telephony.TelephonyManager.disableLocationUpdates()	android.permission.CONTROL_LOCATION_UPDATES			
android.telephony.TelephonyManager.enableLocationUpdates()	android.permission.CONTROL_LOCATION_UPDATES			
android.telephony.TelephonyManager.getCellLocation()	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
android.telephony.TelephonyManager.getCompleteVoiceMailNumber()	android.permission.CALL_PRIVILEGED			
android.telephony.TelephonyManager.getDeviceId()	android.permission.READ_PHONE_STATE			
android.telephony.TelephonyManager.getDeviceSoftwareVersion()	android.permission.READ_PHONE_STATE			
android.telephony.TelephonyManager.getLine1AlphaTag()	android.permission.READ_PHONE_STATE			
android.telephony.TelephonyManager.getLine1Number()	android.permission.READ_PHONE_STATE			
android.telephony.TelephonyManager.getNeighboringCellInfo()	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION			
android.telephony.TelephonyManager.getSimSerialNumber()	android.permission.READ_PHONE_STATE			
android.telephony.TelephonyManager.getSubscriberId()	android.permission.READ_PHONE_STATE			
android.telephony.TelephonyManager.getVoiceMailAlphaTag()	android.permission.READ_PHONE_STATE			
android.telephony.TelephonyManager.getVoiceMailNumber()	android.permission.READ_PHONE_STATE			
android.telephony.TelephonyManager.listen(android.telephony.PhoneStateListener,int)	android.permission.READ_PHONE_STATE or android.permission.ACCESS_COARSE_LOCATION or NONE	The permission check is dependent on the value of the second parameter.  16 requires ACCESS_COARSE_LOCATION; 128, 32, 4, 64, and 8 require READ_PHONE_STATE.  Also, does not accept ACCESS_FINE_LOCATION in place of COARSE for 16.		
android.view.ContextThemeWrapper.clearWallpaper()	android.permission.SET_WALLPAPER			
android.view.ContextThemeWrapper.removeStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY	The permission check depends on the Intent; see the Intent permissions section.		
android.view.ContextThemeWrapper.sendStickyBroadcast(android.content.Intent)	android.permission.BROADCAST_STICKY	The permission check depends on the Intent; see the Intent permissions section.		
android.view.ContextThemeWrapper.sendStickyOrderedBroadcast(android.content.Intent,android.content.BroadcastReceiver,android.os.Handler,int,java.lang.String,android.os.Bundle)	android.permission.BROADCAST_STICKY			
android.view.ContextThemeWrapper.setWallpaper(android.graphics.Bitmap)	android.permission.SET_WALLPAPER			
android.view.ContextThemeWrapper.setWallpaper(java.io.InputStream)	android.permission.SET_WALLPAPER			
android.view.IWindowManager$Stub$Proxy.addAppToken(int,android.view.IApplicationToken,int,int,boolean)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.addWindowToken(android.os.IBinder,int)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.disableKeyguard(android.os.IBinder,java.lang.String)	android.permission.DISABLE_KEYGUARD			
android.view.IWindowManager$Stub$Proxy.executeAppTransition()	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.exitKeyguardSecurely(android.view.IOnKeyguardExitResult)	android.permission.DISABLE_KEYGUARD			
android.view.IWindowManager$Stub$Proxy.getDPadKeycodeState(int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getDPadScancodeState(int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getKeycodeState(int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getKeycodeStateForDevice(int,int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getScancodeState(int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getScancodeStateForDevice(int,int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getSwitchState(int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getSwitchStateForDevice(int,int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getTrackballKeycodeState(int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.getTrackballScancodeState(int)	android.permission.READ_INPUT_STATE			
android.view.IWindowManager$Stub$Proxy.injectKeyEvent(android.view.KeyEvent,boolean)	android.permission.INJECT_EVENTS			
android.view.IWindowManager$Stub$Proxy.injectPointerEvent(android.view.MotionEvent,boolean)	android.permission.INJECT_EVENTS			
android.view.IWindowManager$Stub$Proxy.injectTrackballEvent(android.view.MotionEvent,boolean)	android.permission.INJECT_EVENTS			
android.view.IWindowManager$Stub$Proxy.isViewServerRunning()	android.permission.DUMP			
android.view.IWindowManager$Stub$Proxy.moveAppToken(int,android.os.IBinder)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.moveAppTokensToBottom(java.util.List)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.moveAppTokensToTop(java.util.List)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.pauseKeyDispatching(android.os.IBinder)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.prepareAppTransition(int)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.reenableKeyguard(android.os.IBinder)	android.permission.DISABLE_KEYGUARD			
android.view.IWindowManager$Stub$Proxy.removeAppToken(android.os.IBinder)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.removeWindowToken(android.os.IBinder)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.resumeKeyDispatching(android.os.IBinder)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.setAnimationScale(int,float)	android.permission.SET_ANIMATION_SCALE			
android.view.IWindowManager$Stub$Proxy.setAnimationScales([F)	android.permission.SET_ANIMATION_SCALE			
android.view.IWindowManager$Stub$Proxy.setAppGroupId(android.os.IBinder,int)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.setAppOrientation(android.view.IApplicationToken,int)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.setAppStartingWindow(android.os.IBinder,java.lang.String,int,java.lang.CharSequence,int,int,android.os.IBinder,boolean)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.setAppVisibility(android.os.IBinder,boolean)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.setAppWillBeHidden(android.os.IBinder)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.setEventDispatching(boolean)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.setFocusedApp(android.os.IBinder,boolean)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.setNewConfiguration(android.content.res.Configuration)	android.permission.MANAGE_APP_TOKENS AND android.permission.DEVICE_POWER			
android.view.IWindowManager$Stub$Proxy.setRotation(int,boolean,int)	android.permission.SET_ORIENTATION			
android.view.IWindowManager$Stub$Proxy.startAppFreezingScreen(android.os.IBinder,int)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.startViewServer(int)	android.permission.DUMP			
android.view.IWindowManager$Stub$Proxy.stopAppFreezingScreen(android.os.IBinder,boolean)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowManager$Stub$Proxy.stopViewServer()	android.permission.DUMP			
android.view.IWindowManager$Stub$Proxy.updateOrientationFromAppTokens(android.content.res.Configuration,android.os.IBinder)	android.permission.MANAGE_APP_TOKENS			
android.view.IWindowSession$Stub$Proxy.add(android.view.IWindow,android.view.WindowManager$LayoutParams,int,android.graphics.Rect)	android.permission.SYSTEM_ALERT_WINDOW or android.permission.INTERNAL_SYSTEM_WINDOW or NONE	This permission check is based on the LayoutParams associated with the window.		
android.view.Surface.closeTransaction()	android.permission.ACCESS_SURFACE_FLINGER			
android.view.Surface.freezeDisplay(int)	android.permission.ACCESS_SURFACE_FLINGER			
android.view.Surface.setOrientation(int,int,int)	android.permission.ACCESS_SURFACE_FLINGER			
android.view.Surface.setOrientation(int,int)	android.permission.ACCESS_SURFACE_FLINGER			
android.view.Surface.unfreezeDisplay(int)	android.permission.ACCESS_SURFACE_FLINGER			
android.view.SurfaceSession.<init>()	android.permission.ACCESS_SURFACE_FLINGER			
android.webkit.GeolocationPermissions$Callback.invoke	android.permission.ACCESS_FINE_LOCATION or android.permission.ACCESS_COARSE_LOCATION	This permission is not actually checked here.  However, calling this method indicates that the apps wants to support geolocation for the WebView, which is only possible if the app has one of these permissions.		
android.webkit.GeolocationService.registerForLocationUpdates()	android.permission.ACCESS_FINE_LOCATION			
